              x1          x2  y
194 0.8043933127 0.544420550  0
195 0.0865806018 0.937396619  1
196 0.8699332697 0.635548866  0
197 0.5545858634 0.484746532  0
198 0.4213784218 0.085896228 -1
199 0.0676368191 0.944913187  1
200 0.5614379565 0.346713772  0
201 0.2113919389 0.624148743  1
202 0.5496204135 0.727405825  0
203 0.4819814484 0.197928109 -1
204 0.1594698546 0.588715200  1
205 0.1495789951 0.842897167  1
206 0.4992728804 0.999379032  1
207 0.3342313266 0.821331850  1
208 0.2697161783 0.113804851 -1
209 0.5307440781 0.688085664  0
210 0.0214502285 0.272961319  1
211 0.7987603075 0.823169879  0
212 0.1103351002 0.644396402  1
213 0.5397982858 0.527902281  0
214 0.5712338975 0.028650968 -1
215 0.7148536935 0.035583528 -1
216 0.1233005787 0.897867954  1
217 0.3110496188 0.130968936 -1
218 0.9457391626 0.051444089 -1
219 0.5000250924 0.363946523  0
220 0.1352304991 0.695480783  1
221 0.8692578205 0.892309131  0
222 0.2050496121 0.244276195  0
223 0.9250458910 0.391966397 -1
224 0.8867535982 0.620154907  0
225 0.1362958252 0.564496977  1
226 0.7853494422 0.041401571 -1
227 0.4533034142 0.474243486  0
228 0.1357424194 0.949205233  1
229 0.8852210368 0.240331345 -1
230 0.3367135401 0.678141702  1
231 0.3192741151 0.913432184  1
232 0.4037828147 0.045581526 -1
233 0.4790773070 0.136427131 -1
234 0.3679018202 0.100354233 -1
235 0.4656905676 0.409654615  0
236 0.0498921529 0.969947845  1
237 0.9826594137 0.724901414  0
238 0.3282740696 0.702681547  1
239 0.1709963905 0.024814600 -1
240 0.4882548945 0.945998540  1
241 0.0186874117 0.533491509  1
242 0.3394850837 0.696309166  1
243 0.0296633756 0.045257503  0
244 0.8672286631 0.916571429  0
245 0.7317075997 0.032844221 -1
246 0.3864540118 0.526141776  0
247 0.3324459905 0.266121884  0
248 0.0897779712 0.504936079  1
249 0.7570556025 0.532495256  0
250 0.6029684972 0.086870237 -1
251 0.1453999726 0.915601430  1
252 0.4837681416 0.059230526 -1
253 0.4445695279 0.672725694  0
254 0.0603855900 0.627322678  1
255 0.3275060221 0.072855420 -1
256 0.8784290473 0.437705054 -1
257 0.3921784570 0.809969487  1
258 0.3199476011 0.773422806  1
259 0.3069656203 0.873395125  1
260 0.1078112544 0.618313116  1
261 0.9793343034 0.357734184 -1
262 0.0930746719 0.744729296  1
263 0.2117736582 0.063567992 -1
264 0.9305007462 0.108203508 -1
265 0.2968464068 0.818777892  1
266 0.6532182489 0.793076938  0
267 0.9907957932 0.907620618  0
268 0.4303332213 0.721638614  0
269 0.3937769223 0.902706995  1
270 0.1419088955 0.535714265  1
271 0.8420071809 0.778718973  0
272 0.7224092144 0.058358947 -1
273 0.7507359893 0.458110426  0
274 0.0023781068 0.739889112  1
275 0.1604299149 0.705737086  1
276 0.6753195773 0.470753220  0
277 0.4803720163 0.596172563  0
278 0.5338287808 0.283993592 -1
279 0.3169501573 0.055219291 -1
280 0.8147575902 0.377874290 -1
281 0.0909183077 0.944086493  1
282 0.7985966380 0.437488271 -1
283 0.3597852497 0.701066808  1
284 0.0404875767 0.175847892  1
285 0.0410863399 0.241974823  1
286 0.9544342384 0.023683183 -1
287 0.3733412449 0.328771049  0
288 0.8064196676 0.413091426 -1
289 0.9100590090 0.108754556 -1
290 0.4400762129 0.852052260  1
291 0.5763365030 0.009059939 -1
292 0.0736677952 0.969763529  1
293 0.1646273944 0.804646692  1
294 0.4757110127 0.934179139  1
295 0.9515149428 0.510976796 -1
296 0.4705006266 0.160649598 -1
297 0.5601919501 0.521361525  0
298 0.6525101205 0.433566746  0
299 0.9799075895 0.448023751 -1
300 0.6438641080 0.041167360 -1
301 0.6158710259 0.103169656 -1
302 0.9251402945 0.363130948 -1
303 0.3900228953 0.657742033  0
304 0.2879196850 0.425039657  0
305 0.0907359647 0.072192595  0
306 0.3220339040 0.687141191  1
307 0.1044129296 0.867217553  1
308 0.7102778526 0.089081859 -1
309 0.9664773836 0.013038113 -1
310 0.2014912262 0.423256070  1
311 0.0554021788 0.499068088  1
312 0.8297235151 0.994652604  0
313 0.5811977566 0.494881822  0
314 0.4700923753 0.123035601 -1
315 0.3650141200 0.560385762  0
316 0.5997158550 0.725250528  0
317 0.8185696129 0.786027395  0
318 0.0978322804 0.449781886  1
319 0.1687364434 0.401860024  1
320 0.8612106957 0.563688410  0
321 0.5247906020 0.690996676  0
322 0.2295193728 0.094864106 -1
323 0.7212260314 0.937903824  0
324 0.4907503950 0.671019064  0
325 0.9652555925 0.014994092 -1
326 0.9069424805 0.113113768 -1
327 0.5512505278 0.847790858  0
328 0.0755990995 0.446819442  1
329 0.0227000113 0.401880389  1
330 0.5132395278 0.432214202  0
331 0.1079870730 0.917372975  1
332 0.9802786964 0.798301063  0
333 0.2649666313 0.503056282  1
334 0.0842775232 0.254459497  1
335 0.5815542217 0.980761029  0
336 0.2401496081 0.052297274 -1
337 0.7218878886 0.382404521 -1
338 0.1459286907 0.806177587  1
339 0.1528387703 0.547887699  1
340 0.2592226702 0.304464522  0
341 0.7778862601 0.402304827 -1
342 0.4264662997 0.027595786 -1
343 0.1148325370 0.031033703 -1
344 0.4827568973 0.652291832  0
345 0.9791735839 0.596841105  0
346 0.8115167869 0.312611038 -1
347 0.5429128171 0.986910100  1
348 0.0723670870 0.828926939  1
349 0.4664852461 0.607717930  0
350 0.5455143540 0.028196206 -1
351 0.4474573301 0.256357740 -1
352 0.0838848404 0.756766913  1
353 0.9301336918 0.829948305  0
354 0.4140923994 0.637937590  0
355 0.2269760934 0.487905606  1
356 0.0996405873 0.581838598  1
357 0.6501286714 0.841613969  0
358 0.9213297784 0.402493875 -1
359 0.3626018071 0.772604614  1
360 0.8551349901 0.951457850  0
361 0.3009061515 0.265468982  0
362 0.4656624252 0.829297498  1
363 0.1427306649 0.653661094  1
364 0.6658076318 0.186151455 -1
365 0.0619409799 0.754707575  1
366 0.3968550814 0.751785749  1
367 0.6969567514 0.332614484 -1
368 0.6593196506 0.057548624 -1
369 0.4073507097 0.674415448  0
370 0.3069202204 0.041570173 -1
371 0.2551073451 0.643563032  1
372 0.8943934336 0.393431081 -1
373 0.8457361562 0.923504262  0
374 0.3929018569 0.679217794  0
375 0.0790505400 0.717546308  1
376 0.8284230570 0.717136621  0
377 0.0728918249 0.228172059  1
378 0.1147626776 0.408773940  1
379 0.3205662002 0.879450149  1
380 0.1887495262 0.594678027  1
381 0.3938296412 0.918145146  1
382 0.8620260160 0.351383726 -1
383 0.3479114065 0.253988408  0
384 0.9112844537 0.218470488 -1
385 0.9517234489 0.443365654 -1
386 0.4909189830 0.696212682  0
387 0.4636517153 0.673504142  0
388 0.9060509573 0.731745176  0
389 0.1730011790 0.326562983  1
390 0.7858810767 0.352424591 -1
391 0.2329343846 0.788993183  1
392 0.5770482090 0.364537069  0
393 0.8958911896 0.026919776 -1
394 0.4501373412 0.656292696  0
395 0.8941425378 0.746779903  0
396 0.2485451805 0.631145508  1
397 0.0486410747 0.527284865  1
398 0.9798158670 0.087772475 -1
399 0.8453930339 0.001272528 -1
400 0.4162936045 0.706514348  0
401 0.4893425428 0.797080357  0
402 0.1832878175 0.134292876  0
403 0.7591614679 0.599130479  0
404 0.3051433025 0.359213689  0
405 0.0328091430 0.365930071  1
406 0.1365052082 0.800886566  1
407 0.1771364114 0.987030275  1
408 0.5195604505 0.483260704  0
409 0.8111207851 0.078701484 -1
410 0.1153620125 0.134455057  0
411 0.5753528811 0.713546583  0
412 0.9028057964 0.903774871  0
413 0.2530024694 0.477299959  1
414 0.7685471599 0.719879046  0
415 0.2301233311 0.271929027  0
416 0.3053993280 0.326580348  0
417 0.5185696122 0.385049627  0
418 0.3345996668 0.330709597  0
419 0.1544349683 0.098580315  0
420 0.2663695686 0.581178776  1
421 0.3507546168 0.756192083  1
422 0.5784583788 0.517004150  0
423 0.9332703149 0.444617775 -1
424 0.8338633375 0.895606278  0
425 0.1270027745 0.921282576  1
426 0.6494539515 0.521336422  0
427 0.9204891499 0.838229699  0
428 0.8565107163 0.604735889  0
429 0.2291464778 0.220197823  0
430 0.7919468733 0.859198710  0
431 0.6467748603 0.927692772  0
432 0.4243346907 0.583438503  0
433 0.0950682680 0.658844937  1
434 0.0034677039 0.065308471  1
435 0.5311336690 0.244547564 -1
436 0.5243071159 0.508936457  0
437 0.2131855546 0.514943169  1
438 0.7169320800 0.763663344  0
439 0.5182665996 0.687740910  0
440 0.1745280223 0.557725543  1
441 0.5625401349 0.430976606  0
442 0.7592581697 0.860915044  0
443 0.2248729232 0.316305042  0
444 0.3458497624 0.740989302  1
445 0.3198317599 0.546611989  0
446 0.1991983801 0.681628219  1
447 0.6809630166 0.105317101 -1
448 0.1069946869 0.724054109  1
449 0.0928593958 0.045391158 -1
450 0.9164489552 0.108823203 -1
451 0.2770604359 0.417628008  0
452 0.7950512362 0.501105937  0
453 0.2056735931 0.824721835  1
454 0.0481933230 0.092054422  1
455 0.0388159312 0.470409030  1
456 0.3488098325 0.435728696  0
457 0.7374533254 0.276655831 -1
458 0.2516635812 0.057134592 -1
459 0.5174370031 0.884926120  0
460 0.6360845279 0.317381484 -1
461 0.2039406854 0.680615984  1
462 0.9930452821 0.282626343 -1
463 0.0004050434 0.424742113  1
464 0.6340280906 0.241415621 -1
465 0.0172918253 0.360150333  1
466 0.0267354713 0.069154712  1
467 0.5705413527 0.982979156  0
468 0.2458533479 0.190062935  0
469 0.6722162017 0.112584582 -1
470 0.6454504393 0.194088851 -1
471 0.2082854547 0.730156581  1
472 0.4806177358 0.270247901 -1
473 0.9865185833 0.210062805 -1
474 0.9931198477 0.582534253  0
475 0.7148487861 0.471905850  0
476 0.3165616125 0.305780002  0
477 0.8336875606 0.890702586  0
478 0.4339755815 0.211584499 -1
479 0.9959922582 0.521025638 -1
480 0.4862421674 0.526816593  0
481 0.5387720009 0.385549698  0
482 0.3410399084 0.001533849 -1
483 0.0520156045 0.566383476  1
484 0.4587231132 0.447825922  0
485 0.7764450824 0.652744704  0
486 0.3038527619 0.323012597  0
487 0.7688522246 0.372315408 -1
488 0.1639288557 0.673688008  1
489 0.5234076697 0.403766557  0
490 0.5246432878 0.349599339  0
491 0.6852282472 0.113170018 -1
492 0.3517920221 0.293369872  0
493 0.8396312853 0.132111826 -1
494 0.9219136916 0.458199481 -1
495 0.1063096214 0.735613832  1
496 0.2065289181 0.053849157 -1
497 0.4866429118 0.392610500  0
498 0.3238220238 0.841553098  1
499 0.5860885021 0.456370113  0
500 0.2239500126 0.958145375  1
501 0.7340297201 0.775893993  0
502 0.1504840991 0.476718121  1
503 0.6975533669 0.984569730  0
504 0.2641079049 0.295611778  0
505 0.4264649223 0.181339415 -1
506 0.7213335733 0.772554734  0
507 0.2405921388 0.914265016  1
508 0.2162596779 0.915109491  1
509 0.5649046730 0.352837003  0
510 0.7125680889 0.675573095  0
511 0.1080965979 0.268896893  1
512 0.5190758735 0.957730324  1
513 0.8521903446 0.121378165 -1
514 0.7146319421 0.322974551 -1
515 0.1158171424 0.241929496  1
516 0.8313719220 0.592801481  0
517 0.5203397579 0.360916707  0
518 0.6940110286 0.608358289  0
519 0.4999039895 0.603134050  0
520 0.9648041590 0.630556971  0
521 0.2045927066 0.922514917  1
522 0.8739928324 0.746615356  0
523 0.6973448314 0.391963152 -1
524 0.5125937848 0.141488633 -1
525 0.4808165154 0.945118691  1
526 0.2018009231 0.242932135  0
527 0.1002293543 0.022245680 -1
528 0.4725888746 0.227794310 -1
529 0.7723993051 0.556291300  0
530 0.9010740013 0.662705943  0
531 0.3352292841 0.498425297  0
532 0.8239442464 0.115573309 -1
533 0.2200328598 0.643540079  1
534 0.7661237384 0.627150474  0
535 0.4234555378 0.235754756 -1
536 0.8385697883 0.353329598 -1
537 0.2873205876 0.307204691  0
538 0.4707207007 0.770762424  0
539 0.7808445334 0.228400683 -1
540 0.3945175502 0.838026572  1
541 0.0956614073 0.256462531  1
542 0.1333332360 0.460374379  1
543 0.2211261780 0.834266782  1
544 0.2741195410 0.330269789  0
545 0.2990592497 0.505384083  0
546 0.3747867725 0.771667133  1
547 0.4914524925 0.179693265 -1
548 0.8786026235 0.992752631  0
549 0.7487298287 0.956338259  0
550 0.9551860231 0.517284191 -1
551 0.3319202131 0.121383014 -1
552 0.8241627964 0.563056111  0
553 0.1326653834 0.037453264 -1
554 0.1246968538 0.954075741  1
555 0.7281097118 0.012125395 -1
556 0.6085174128 0.742517413  0
557 0.1229467005 0.188667246  0
558 0.8423488156 0.446986652 -1
559 0.0462378135 0.391443264  1
560 0.7070183286 0.657043383  0
561 0.5347910551 0.613949181  0
562 0.9454572340 0.728807719  0
563 0.4559785165 0.144196655 -1
564 0.2025484829 0.025600940 -1
565 0.7171387223 0.920763139  0
566 0.7680769644 0.366664745 -1
567 0.7063770453 0.698392547  0
568 0.1916241362 0.569352347  1
569 0.2978998011 0.284011137  0
570 0.5718762348 0.421372019  0
571 0.8824915255 0.614292492  0
572 0.8771033764 0.004755372 -1
573 0.3858525371 0.663599294  0
574 0.7377721549 0.115653129 -1
575 0.7963193641 0.902294580  0
576 0.7241614608 0.100998790 -1
577 0.3854385889 0.565415458  0
578 0.2981522826 0.251431673  0
579 0.0574711524 0.581195900  1
580 0.6736929643 0.952523705  0
581 0.1979919269 0.727278803  1
582 0.6251078991 0.404572651  0
583 0.3730785206 0.672140350  1
584 0.3140898328 0.468232227  0
585 0.3683180970 0.546167572  0
586 0.4396441262 0.735025620  0
587 0.4390580275 0.771614201  1
588 0.6018282857 0.814393227  0
589 0.4039069363 0.333128539  0
590 0.9583182810 0.891244566  0
591 0.9707679637 0.308703397 -1
592 0.9145280232 0.698768786  0
593 0.0828737083 0.193474914  1
594 0.4768596110 0.976707599  1
595 0.3391352659 0.169092581 -1
596 0.6364859452 0.628090405  0
597 0.8592781145 0.734195536  0
598 0.9482844248 0.939113242  0
599 0.5739670659 0.768296211  0
600 0.5352690555 0.166307634 -1
601 0.9416944429 0.280295154 -1
602 0.8923551522 0.425265706 -1
603 0.4103063387 0.837293498  1
604 0.0500307474 0.151504726  1
605 0.9259613897 0.818083723  0
606 0.3774772079 0.673618280  1
607 0.2449209946 0.375476927  0
608 0.3911084968 0.571032705  0
609 0.1825614253 0.469947767  1
610 0.1336247846 0.636090492  1
611 0.2574629134 0.740597950  1
612 0.5532470478 0.145877597 -1
613 0.1480692765 0.406403280  1
614 0.9445228789 0.558245010  0
615 0.9922857941 0.409689947 -1
616 0.7062105706 0.998119548  0
617 0.0089826242 0.188448956  1
618 0.6864955386 0.108742243 -1
619 0.6812181917 0.743814857  0
620 0.9175108825 0.115077137 -1
621 0.4084212142 0.997820341  1
622 0.5373200818 0.408183040  0
623 0.4136464631 0.278233301  0
624 0.3802676403 0.254532005  0
625 0.7250242264 0.544990085  0
626 0.0110090410 0.673528438  1
627 0.9188577600 0.374333021 -1
628 0.9002287341 0.147115915 -1
629 0.7541538645 0.969005997  0
630 0.6559505211 0.194868350 -1
631 0.3813756176 0.564173853  0
632 0.0656056353 0.147602138  1
633 0.1274838673 0.329525909  1
634 0.2913185186 0.476099022  0
635 0.6322208908 0.189783581 -1
636 0.3900239978 0.519436635  0
637 0.0704256599 0.495091515  1
638 0.8635729309 0.141663511 -1
639 0.3851902070 0.753280780  1
640 0.0211963023 0.177961954  1
641 0.5952287607 0.113676244 -1
642 0.2762411612 0.536703034  1
643 0.3991269050 0.545424480  0
644 0.1458154295 0.020921601 -1
645 0.1404098826 0.556337524  1
